MDCODIGO,MDNOME
90095090,GLICOSE 5% BOLSA SIST. FECH. 250ML (UND)                                        
90095014,GLICOSE 5% BOLSA SIST. FECH. 500ML (UND)                                        
90095120,GLICOSE 5% BOLSA SIST. FECH. 50ML (UND)                                         
90065395,GLICOSE 5% FRASCO SIST. FECH. 1000ML (UND)                                      
90065441,GLICOSE 5% FRASCO SIST. FECH. 100ML (UND)                                       
90065433,GLICOSE 5% FRASCO SIST. FECH. 250ML (UND)                                       
90065417,GLICOSE 5% FRASCO SIST. FECH. 500ML (UND)                                       
90065450,GLICOSE 5% FRASCO SIST. FECH. MINIFLAC 50ML (UND)                               
90019644,GLICOSE 50% BOLSA SIST. FECH. 1000ML (UND)                                      
90075498,GLICOSE 50% FRASCO SIST. FECH. 500ML (UND)                                      
94193576,GLICOSE 50% SOL. INJ. 10ML (AMP)                                                
94193584,GLICOSE 50% SOL. INJ. 20ML (AMP)                                                
90065468,GLICOSE 75% SOL. INJ. 10ML (AMP)                                                
90161165,GLIFAGE 1000MG (CPR)                                                            
90161181,GLIFAGE 500MG (CP)                                                              
90161190,GLIFAGE 850MG (CP)                                                              
90126882,GLIMEPIRIDA 1 MG (CPR)                                                          
90126890,GLIMEPIRIDA 2 MG (CPR)                                                          
90126904,GLIMEPIRIDA 4 MG (CPR)                                                          
90123409,"GLIOTEN 2,5 MG (CPR)                                                            "
90214463,"GLITISOL 2,5G GRAN. ENV. 8G (UND)                                               "
90214471,GLITISOL 500MG (CAP)                                                            
90170911,GLIVEC 100MG / (CP)                                                             
90170938,GLIVEC 400MG / (CP)                                                             
90173538,GLUCAGEN HYPOKIT 1UI/MG PÓ LIOF.+DIL. 1ML (UND)                                 
90195353,GLUCANTIME 300MG/ML SOL. INJ. 5ML (AMP)                                         
95440135,GLUCOBAY 100 MG (CPR)                                                           
94400920,GLUCOBAY 50 MG (CPR)                                                            
90214498,"GLUCOREUMIN 1500MG PÓ ORAL SACHÊ 3,95G (UND)                                    "
90128648,GLYPRESSIN 1MG PÓ LIOF. INJ.+DIL. 5ML (UND)                                     
90170946,GLYVENOL 200MG (DRG)                                                            
90128656,"GONAPEPTYL DEPOT 3,75MG/ML PÓ SOL. INJ. SER.+SER. DIL. (UND)                    "
90067649,GRANISETRONA 1MG (1MG/ML) SOL. INJ. 1ML (AMP)                                   
90067657,GRANISETRONA 3MG (1MG/ML) SOL. INJ. 3ML (AMP)                                   
90050843,GRANOMAX 300MCG SOL. INJ.1ML (UND)                                              
90184432,GRANULOKINE 30MUI (300MCG) SOL. INJ. 1ML (UND)                                  
90184424,"GRANULOKINE 30MUI (300MCG) SOL. INJ. SER. PREENCH. 0,5ML (UND)                  "
90056981,"GUAIFENESINA 13,33MG/ML XPE. FR. 120ML (ML)                                     "
90062876,GYNAZOLE 2% (20MG/G) CREME VAG. 5G (UND)                                        
90105982,GYNO FUNGIX 8MG/G CREME 30G (UND)                                               
90000544,"GYNO IRUXOL 0,6UI/G+10MG/G POMADA VAG. 30G (UND)                                "
90200322,GYNO-ICADEN 10G/G CREME VAG. 40G (UND)                                          
90200349,GYNO-ICADEN 600MG ÓVULO (UND)                                                   
90048946,HAEMATE P 250UI (25UI/ML+55UI/ML) PÓ LIOF. INJ.+DIL. 10ML (UND)                 
90048954,HAEMATE P 500UI (25UI/ML+55UI/ML) PÓ LIOF. INJ.+DIL. 20ML (UND)                 
90075633,HAES-STERIL 10% SOL. INJ. BOLSA 500ML (UND)                                     
90075641,"HAES-STERIL 200/0,5 RB 10% SOL. INJ. 500ML 9UND)                                "
90075617,"HAES-STERIL 200/0,5 RB 6% SOL. INJ. 500ML (UND)                                 "
90075609,HAES-STERIL 6% SOL. INJ. BOLSA 500ML (UND)                                      
90105990,HALDOL 1MG (CPR)                                                                
90106008,HALDOL 2MG/ML SOL. ORAL 30ML (GTS)                                              
90106016,HALDOL 5MG (CPR)                                                                
90106024,HALDOL 5MG/ML SOL. INJ. 1ML (AMP)                                               
95403434,HALDOL DECANOATO 50MG/ML SOL. INJ. 1ML (AMP)                                    
90046447,HALO DECANOATO 50MG/ML SOL. INJ. 1ML                                            
90057007,HALOPERIDOL 2MG/ML SOL. ORAL 20ML (GTS)                                         
90138015,HALOPERIDOL 5MG/ML SOL. INJ. 1ML (AMP)                                          
95403566,HANTINA 5MG/ML SUSP. ORAL 120ML (ML)                                            
90068939,"HELMIBEN 20MG/ML+33,2MG/ML SUSP. ORAL INF. 30ML (ML)                            "
90068947,HELMIBEN NF 200MG+332MG (CPR)                                                   
90260465,HEMATIASE B12 150ML (ML)                                                        
90167406,HEMITARTARATO DE NOREPINEFRINA 8MG (2MG/ML) SOL. INJ. IV 4ML (AMP)              
90084829,HEMOBLOCK 250MG (CPR)                                                           
90239814,HEMOBLOCK 250MG/5ML SOL. INJ. 5ML (AMP)                                         
90084837,HEMOBLOCK 500MG (CPR)                                                           
90046501,"HEMOFOL 5000 UI/ SOL. INJ.0,25 ML (AMP)                                         "
90046510,HEMOFOL 5000 UI/ML SOL INJ 5ML / UND                                            
90195400,HEMOGENIN 50MG (CPR)                                                            
90093348,HENETIX 300MG/ML SOL. INJ. (ML)                                                 
90093399,HENETIX 350MG/ML SOL. INJ. (ML)                                                 
90026519,"HEPA MERZ 0,5G/ML SOL. INJ. 10ML (AMP)                                          "
90026527,"HEPA MERZ 0,6G/G GRAN. ENVELOPE 5G (UND)                                        "
90031679,HEPAMAX S 5000 UI/ML SOL. INJ. 5ML / (ML)                                       
90149033,HEPATECT CP 100UI (50UI/ML) SOL. INJ. 2ML (AMP)                                 
90149050,HEPATECT CP 2000UI (50UI/ML)SOL. INJ. 40ML (AMP)                                
90149041,HEPATECT CP 500UI (50UI/ML) SOL. INJ. 10ML                                      
90089090,HEPSERA 10MG (CPR)                                                              
90276752,HEPTRON 100MG SOL. INJ. SER. PREENCH. 1ML (UND)                                 
90013913,"HEPTRON 20MG SOL. INJ. SER. PREENCH. 0,2ML (UND)                                "
90013921,"HEPTRON 40MG SOL. INJ. SER. PREENCH. 0,4ML (UND)                                "
90013930,"HEPTRON 60MG SOL. INJ. SER. PREENCH. 0,6ML (UND)                                "
90013948,"HEPTRON 80MG SOL. INJ. SER. PREENCH. 0,8ML (UND)                                "
90184440,HERCEPTIN  PÓ SOL. INJ.+DIL. (MG)                                               
90185510,HERPESINE 10MG ENV.+DIL. 10ML (UND)                                             
90208935,HERPEX 10MG/G GEL 10G (GRA)                                                     
90093445,HEXABRIX 320MG/ML IODO SOL. INJ. (ML)                                           
90095308,HIBUTAN 250MG SOL. INJ. BOLSA 250ML (UND)                                       
90095294,HIBUTAN 500MG SOL. INJ. BOLSA 250ML (UND)                                       
90195426,HIDANTAL 100MG (CPR)                                                            
90195434,HIDANTAL 250MG (50MG/ML) SOL. INJ. 5ML (AMP)                                    
95253360,HIDRAFIX 90 SOL. ORAL FLAC. 25ML (UND)                                          
90114582,HIDRION 40MG+100MG (CP)                                                         
90004299,HIDROCIN SOL. NASAL SPRAY 10ML (ML)                                             
90057023,HIDROCLOROTIAZIDA 25 MG (CPR)                                                   
90057031,HIDROCLOROTIAZIDA 50 MG (CPR)                                                   
90084896,HIDROCORTISONA 10MG/G POMADA 30G (GRA)                                          
90084900,HIDROCORTISONA 10MG/ML SOL. CAP. 60ML (GTS)                                     
90057104,"HIDRÓXIDO DE ALUMÍNIO 61,5MG/ML. SUSP. ORAL 240ML (ML)                          "
90141423,HIGICLER SOL. OFT. 10ML (GTS)                                                   
90170962,"HIGROTON 12,5MG (CPR)                                                           "
90170970,HIGROTON 25MG (CPR)                                                             
90170989,HIGROTON 50MG (CPR)                                                             
90039971,HIPERTIL 30MG+10MG (CPR)                                                        
90036824,HIPODEX POMADA 20G (GRA)                                                        
90272803,HIPOGLOS POMADA 45G / PROCTER (GRA)                                             
90272811,HIPOGLÓS POMADA 90G (GRA)                                                       
90049497,HIRUDOID 300 GEL 40G (GRA)                                                      
90049500,HIRUDOID 300 POMADA 40G (GRA)                                                   
90049519,HIRUDOID 500 GEL 40G (GRA)                                                      
90049527,HIRUDOID 500 POMADA 40G (GRA)                                                   
90203607,HIXIZINE 25MG (CPR)                                                             
90203615,HIXIZINE 2MG/ML SOL ORAL 120ML (ML)                                             
90020340,HOLOXANE 1G PÓ P/ PREP. EXTEMP. INJ. 30ML (UND)                                 
90020359,HOLOXANE 2G PÓ P/ PREP. EXTEMP. INJ. 50ML (UND)                                 
90020367,HOLOXANE 500MG PÓ P/ PREP. EXTEMP. INJ. 20ML (UND)                              
95404317,"HORMODOSE 0,75MG/1,25G (DOSE) GEL BISN. 80G+VÁLV. DOS. (DOS)                    "
90121180,HORMOTROP 4UI PÓ LIOF. INJ.+ DIL. 1ML / (UND)                                   
90051343,HUMALOG 100UI/ML SOL. INJ. 10ML (UI)                                            
90000552,"HUMIRA 40MG SOL. INJ SER. 0,8ML (UND)                                           "
90051424,HUMULIN NPH 100UI/ML SOL. INJ. 10ML (UI)                                        
90051459,HUMULIN R 100UI/ML SOL. INJ. 10ML (UI)                                          
90009304,HYALOZIMA 1330UTR CREME 30G (GRA)                                               
90009339,HYALOZIMA 2.000UTR PÓ LIOF. SOL. INJ.+DIL. 5ML (UND)                            
90205014,HYALUDERMIN 2MG/G CREME 15G (GRA)                                               
90089111,HYCAMTIN 4MG PÓ SOL. INJ. (UND)                                                 
90171004,"HYDERGINE 0,3MG/ML SOL. INJ. 1ML (AMP)                                          "
90171020,HYDERGINE 1MG (CAP)                                                             
90171012,HYDERGINE 1MG/ML SOL. ORAL 30ML (ML)                                            
90171047,"HYDERGINE 4,5MG (CPR)                                                           "
90171063,HYDERGINE SRO 6MG (CAP)                                                         
90035259,HYDREA 500MG / (CAP)                                                            
90134176,HYPERIUM 1MG (CPR)                                                              
90099575,HYPLEX B SOL. INJ. 2ML (AMP)                                                    
90106040,HYPNOMIDATE 2MG/ML SOL. INJ. 10ML (AMP)                                         
90099656,HYPOMAGNE 50% SOL. INJ. 10ML (AMP)                                              
90099672,HYPONOR 8MG (2MG/ML) SOL. INJ. 4ML (AMP)                                        
90099699,HYPOVERIN 50MG/ML SOL. INJ. 2ML (AMP)                                           
90208986,HYTOS PLUS 48MG/ML+9MG/ML SOL. ORAL 15ML (GTS)                                  
90208994,"HYTOS PLUS 4MG/ML+0,75 G/ML XPE 100ML (ML)                                      "
90000579,HYTRIN 2MG (CPR)                                                                
90000595,HYTRIN 5MG (CPR)                                                                
90099702,"HYTROPIN 0,25MG/ML SOL. INJ. 1 ML (AMP)                                         "
90099710,"HYTROPIN 0,5MG/ML SOL. INJ. 1 ML (AMP)                                          "
90099729,HYVIT C 1G (200MG/ML) SOL. INJ. 5 ML (AMP)                                      
90099737,HYVIT C 500MG (100MG/ML) SOL. INJ. 5 ML (AMP)                                   
90162625,HYZAAR 100MG+25MG (CPR)                                                         
90162633,"HYZAAR 50MG+12,5MG (CPR)                                                        "
95404309,IBUPRIL 300 MG (CPR)                                                            
90085035,IBUPROFENO 200 MG  (CPR)                                                        
90126971,IBUPROFENO 50MG/ML SUSP. ORAL FR. 30ML (GTS)                                    
90200357,ICADEN 10MG/G CREME 20G (GRA)                                                   
90200373,ICADEN 10MG/ML SOL. TÓP. SPRAY 60ML (ML)                                        
90068980,IFOSFAMIDA 1G PÓ PREP. EXTEMP. INJ. (UND)                                       
90068998,IFOSFAMIDA 2G PÓ PREP. EXTEMP. INJ. (UND)                                       
90069005,IFOSFAMIDA 500MG PÓ PREP. EXTEMP. INJ. (UND)                                    
90241347,IGUASSINA 50MG+50MG (CPR)                                                       
90161394,ILOBAN (CAP)                                                                    
90211596,ILOSONE 125MG/5ML SUSP. ORAL 100ML (ML)                                         
90211588,ILOSONE 20MG/ML SOL. TÓP. 120ML (ML)                                            
90211626,ILOSONE 250MG/5ML SUSP. ORAL 100ML (ML)                                         
90211618,ILOSONE 500MG (DRG)                                                             
90089120,IMIGRAN 100MG (CPR)                                                             
90089138,IMIGRAN 50MG (CPR)                                                              
90008260,IMIPENÉM+CILASTATINA 500MG+500MG PÓ SOL. INJ.+BOLSA (UND)                       
90046552,IMIPRA 25MG (CPR)                                                               
90020413,IMMUNATE 250UI PÓ LIOF. SOL. INJ.+DIL. 5ML+EQUIPO (UND)                         
90020421,IMMUNATE 500UI PÓ LIOF. SOL. INJ.+DIL. 5ML+EQUIPO (UND)                         
90020383,IMMUNINE 200UI PÓ LIOF. SOL. INJ.+DIL. 5ML+EQUIPO (UND)                         
90020391,IMMUNINE 600UI PÓ LIOF. SOL. INJ.+DIL. 5ML+EQUIPO (UND)                         
94244014,IMOSEC 2MG (CPR)                                                                
90195469,"IMOVANE 7,5MG (CPR)                                                             "
94939586,IMUNOCINTILOGRAFIA (ANTICORPOS MONOCLONAIS) (UND)                               
95369449,"IMUNOGLOBULIN 0,5G PÓ LIOF. INJ.+DIL.10ML+KIT. INF. (UND)                       "
95369457,IMUNOGLOBULIN 1G PÓ LIOF. INJ.+DIL. 20ML+KIT. INF. (UND)                        
95369473,"IMUNOGLOBULIN 2,5G PÓ LIOF. INJ.+DIL. 50ML+KIT. INF. (UND)                      "
95369503,IMUNOGLOBULIN 5G PÓ LIOF. INJ.+DIL. 100ML+ KIT. INF. (UND)                      
90236440,IMUNOGLOBULINA HUMANA ANTI-D KAMRHO D 300MCG SOL. INJ. 2ML (UND)                
90093160,"IMUNOGLOBULINA HUMANA IV FLEBOGAMMA 0,5G SOL. INJ. 10ML (UND)                   "
90093178,IMUNOGLOBULINA HUMANA IV FLEBOGAMMA 10G SOL. INJ. 200ML (UND)                   
90093186,"IMUNOGLOBULINA HUMANA IV FLEBOGAMMA 2,5G SOL. INJ. 50ML (UND)                   "
90093194,IMUNOGLOBULINA HUMANA IV FLEBOGAMMA 5G SOL. INJ. 100ML (UND)                    
90220170,IMURAN 50MG (CPR)                                                               
90085078,IMUSSUPREX 50MG (CPR)                                                           
90049853,INCEL 10MG (1MG/ML) SOL. INJ. 10ML (UND)                                        
90049861,INCEL 50MG (1MG/ML) SOL. INJ. 50ML (UND)                                        
90162641,INDOCID 100MG SUPOSITORIO (SUP)                                                 
90013999,INDOCID 25MG (CAP)                                                              
90014006,INDOCID 50MG (CAP)                                                              
90040023,INFLAMENE SOL. ORAL 10ML (GTS)                                                  
90017455,INFLAX SOL. INJ. 2ML (AMP)                                                      
90009355,INIBINA 10MG (5MG/ML) SOL. INJ. 2ML (AMP)                                       
90009347,INIBINA 10MG (CPR)                                                              
90162676,INVANZ 1G IV PÓ LIOF. INJ. 20ML (UND)                                           
90184459,INVIRASE 200MG (CAP)                                                            
95370757,IODETOSS 20MG/ML SOL. ORAL 100ML (ML)                                           
94224463,IONCLOR 60MG/ML. SOL. ORAL 150ML / (ML)                                         
90247620,IOPAMIRON 300MG IODO/ML SOL. INJ. (ML)                                          
90185560,IPSILON 100MG/ML XPE 60ML (ML)                                                  
90185528,IPSILON 1G (50MG/ML) SOL. INJ. 20ML (UND)                                       
90185536,IPSILON 4G (200MG/ML) SOL. INJ. 20ML (UND)                                      
90185552,IPSILON 500MG (CPR)                                                             
90000650,"IRUXOL 0,6U/G+0,01G/G POMADA 30G (GRA)                                          "
90000692,"IRUXOL MONO 1,2U/G POMADA 30G (GRA)                                             "
90004310,ISKEMIL 6MG (CAP)                                                               
90004329,ISKETAM 400MG+1MG (CPR)                                                         
90129369,ISOCORD 20MG (CAP)                                                              
90129377,ISOCORD 40MG (CAP)                                                              
90102436,ISOFLURANO SOL. INAL. 100ML (ML)                                                
94401160,ISOFORINE SOL. INAL. 100ML (ML)                                                 
90062981,ISORDIL 10MG (CPR)                                                              
90063007,ISORDIL AP 40MG (CAP)                                                           
90063023,ISORDIL SUBLINGUAL 5MG (CPR)                                                    
90063015,ISORDIL SUBLINGUAL 5MG / (CP)                                                   
90095383,"ISTARPLAS 200/0,5 10% SOL. INJ. BOLSA 500ML (UND)                               "
90227409,"ISTARPLAS 200/0,5 6% SOL. INJ. BOLSA 500ML (UND)                                "
90033914,ITRACONAZOL 100MG (CAP)                                                         
90205731,IVERMEC 6MG (CPR)                                                               
90162757,JANUVIA 100MG (CPR)                                                             
90162773,JANUVIA 25MG (CPR)                                                              
90162781,JANUVIA 50MG (CPR)                                                              
90040031,JUMEXIL 10MG (DRG)                                                              
90040040,JUMEXIL 5MG (CPR)                                                               
90106237,KALYAMON B12 SUSP. ORAL 250ML (ML)                                              
90184467,KANAKION MM 10MG/ML SOL. INJ. 1ML (AMP)                                         
90184475,"KANAKION MM 2MG/0,2ML SOL. INJ. 0,2ML (AMP)                                     "
90085132,KAOMAGMA SUSP. ORAL 120ML (ML)                                                  
90008332,KEFAZOL 1G PÓ SOL. INJ. (UND)                                                   
90008359,KEFAZOL 250 MG PO SOL. INJ.2 ML (PACOTE)                                        
90008367,KEFAZOL 500MG PÓ SOL. INJ.+DIL. 2ML (UND)                                       
90123492,KEFLEX 1500MG (100MG/ML) PO PREP. EXTEMP. ORAL 15ML (UND)                       
90123514,KEFLEX 1G (DRG)                                                                 
90123557,KEFLEX 250MG/5ML SUSP. ORAL FR. 100ML (ML)                                      
90123530,KEFLEX 500MG                                                                    
90123506,KEFLEX 500MG/5ML SUSP. ORAL FR. 100ML (ML)                                      
90008375,KEFLIN 1G PO SOL. INJ. 10ML (UND)                                               
90008448,KEFOX 1G PÓ SOL. INJ+DIL. 10ML (UND)                                            
90046617,KETAMIN-S 50MG/ML SOL. INJ. 10ML (ML)                                           
90046625,KETAMIN-S 50MG/ML SOL. INJ. 2ML (AMP)                                           
90132220,KITNOS 500MG (CPR)                                                              
90000790,"KLARICID 125MG/5ML GRAN. SUSP. PED. 42,29G (EQUIV. 60ML) (UND)                  "
90000803,"KLARICID 250MG/5ML GRAN. SUSP. PED. 42,29G (EQUIV. 60ML) (UND)                  "
90000811,KLARICID IV 500MG PÓ SOL. 10ML (UND)                                            
90000820,KLARICID UD 500MG (CPR)                                                         
90154428,KOLANTYL 40MG/ML SUSP. ORAL 200ML (ML)                                          
90220595,"KOLLAGENASE S/CLORANF. 0,6U/G POMADA 30G (GRA)                                  "
90049004,KYBERNIN P 1000UI (50UI/ML) PÓ LIOF. INJ.+DIL. 20ML (UND)                       
90048997,KYBERNIN P 500UI (50UI/ML) PÓ LIOF. INJ.+DIL. 10ML (UND)                        
90184505,KYTRIL 1MG (CPR)                                                                
90184491,KYTRIL 1MG/ML SOL. INJ. 1ML (AMP)                                               
90184483,KYTRIL 1MG/ML SOL. INJ. 3ML (AMP)                                               
90009371,LABIRIN 16MG (CPR)                                                              
90009398,LABIRIN 24MG (CPR)                                                              
90009428,LABIRIN 8MG (CPR)                                                               
94250154,LABORIODINE DEGERMANTE (ML)                                                     
94250170,LABORIODINE TINTURA (ML)                                                        
94250189,LABORIODINE TOPICO (ML)                                                         
90089227,LACIPIL 4MG (CPR)                                                               
90141431,LACRIBELL 1MG/ML+3MG/ML SOL. OFT. 15ML (GTS)                                    
90006739,LACRIL 14MG/ML SOL. OFT. 15ML (GTS)                                             
90005945,LACRIMA PLUS 1MG/ML+3MG/ML SOL. OFT. 15ML (GTS)                                 
90049551,LACTULONA 667MG/ML XPE 120ML (ML)                                               
90195655,LADOGAL 100MG (CAP)                                                             
90195663,LADOGAL 200MG (CAP)                                                             
90195671,LADOGAL 50MG (CAP)                                                              
90089243,LAMICTAL 100MG (CPR)                                                            
90089278,LAMICTAL 25MG (CPR)                                                             
90089294,LAMICTAL 50MG (CPR)                                                             
90171225,LAMISIL 1% (10MG/G) CREME 20G (GRA)                                             
90171110,LAMISIL 125MG (CPR)                                                             
90171128,LAMISIL 250MG (CPR)                                                             
90012593,LAMOTRIGINA 100MG (CPR)                                                         
90012607,LAMOTRIGINA 25MG (CPR)                                                          
90012615,LAMOTRIGINA 50MG (CPR)                                                          
90184513,"LANEXAT 0,5MG/5ML SOL. INJ. 5ML (AMP)                                           "
90129423,"LANITOP 0,1MG (CPR)                                                             "
90154533,LANSODOM 30MG+10MG (CAP)                                                        
90085159,LANSOPRAZOL 15MG (CAP)                                                          
90085175,LANSOPRAZOL 30MG (CAP)                                                          
90154606,LANSOPRID 15MG+10MG (CAP)                                                       
90154614,LANSOPRID 30MG+10MG (CAP)                                                       
90195701,LANTUS 100UI/ML SOL. INJ. 10ML (UI)                                             
90089316,LANVIS 40MG / (CP)                                                              
90195744,LASILACTONA 100MG+20MG (CAP)                                                    
90195752,LASIX 10MG/ML SOL. INJ. 2ML (AMP)                                               
90195760,LASIX 40MG (CPR)                                                                
90191722,"LECTRUM 3,75  MG PO  LIOF. INJ. / SANDOZ (UND)                                  "
90132238,LEGIFOL SOL. INJ. 5ML (MG)                                                      
90171268,LEPONEX 100MG (CPR)                                                             
90171284,LEPONEX 25MG (CPR)                                                              
90006771,LERIN SOL. OFT. 24ML (GTS)                                                      
90171330,LESCOL XL 80MG (CPR)                                                            
90069129,"LETROZOL 2,5MG (CPR)                                                            "
90004418,LEUCOGEN 200MG/ML XPE 120ML (ML)                                                
90004426,LEUCOGEN 80MG (CAP)                                                             
90089367,LEUKERAN 2MG / (CP)                                                             
90106245,LEUSTATIN 10MG (1MG/ML) SOL. INJ. 10ML (UND)                                    
90106270,LEVAQUIN 500MG (5MG/ML) SOL. INJ. MINI-BAG 100ML (UND)                          
90106253,LEVAQUIN 500MG (CPR)                                                            
90246896,LEVITRA 10MG / (CP)                                                             
90246926,LEVITRA 20MG (CPR)                                                              
90246870,LEVITRA 5MG (CPR)                                                               
90069161,LEVOFLOXACINO 500MG (5MG/ML) SOL. INJ. BOLSA 100ML (UND)                        
90069170,LEVOFLOXACINO 500MG (CPR)                                                       
90046730,LEVOZINE 100MG (CPR)                                                            
90257235,LEVOZINE 25MG (CPR)                                                             
90046757,LEVOZINE 40MG/ML SOL. ORAL 20ML (GTS)                                           
90145879,LEXAPRO 10MG (CPR)                                                              
90145941,LEXAPRO 20MG (CPR)                                                              
90049870,LEXATO  500MG (25MG/ML) SOL. INJ. 20ML (UND)                                    
90184564,"LEXOTAN 2,5MG/ML SOL. ORAL 20ML (GTS)                                           "
90184530,LEXOTAN 3 MG (CPR)                                                              
90184556,LEXOTAN 6 MG (CPR)                                                              
95407111,LIBERAN 5MG/ML SOL. INJ. 1ML (AMP)                                              
90036875,LIDIAL 5% POMADA 25G (GRA)                                                      
90099753,LIDOCAÍNA 2% S/V SOL. INJ. 20ML (ML)                                            
90085272,LIDOCAÍNA 40MG/G CREME 30G (GRA)                                                
90074246,"LIDOSPORIN 12000UI/ML+45,4MG/ML SOL. OTOL. 10ML (GTS)                           "
90211634,"LIMBITROL 5MG+12,5MG (CAP)                                                      "
94939390,LINFOCINTILOGRAFIA (UND)                                                        
90171349,LIORESAL 10MG (CPR)                                                             
90285409,LIPANON RETARD 250MG (CAP)                                                      
90040058,LIPIDIL 200MG (CAP)                                                             
90093488,LIPIODOL ULTRA-FLUIDO 480 MG/ML SOL. INJ. CX. AMP X 10 ML                       
90132262,LIPITOR 10 MG (CPR)                                                             
90132289,LIPITOR 20 MG (CPR)                                                             
90132319,LIPITOR 40 MG (CPR)                                                             
90132327,LIPITOR 80 MG (CPR)                                                             
90075897,LIPOVENOS PLR 10% EMULSÃO INJ. 100ML (UND)                                      
94155933,LISADOR (CPR)                                                                   
94155950,LISADOR SOL. INJ. 2ML (AMP)                                                     
90285247,LISADOR SOL. ORAL 20ML (GTS)                                                    
90063309,LISINOPRIL 10MG (CPR)                                                           
90063317,LISINOPRIL 20MG (CPR)                                                           
90063333,LISINOPRIL 50MG (CPR)                                                           
90118022,"LISOCLOR 20 MG + 12,5 MG / NEO QUIMICA (CP)                                     "
90035283,LISODREN 500MG / (CP)                                                           
90009541,LITOCIT 10 MEQ (CPR)                                                            
90009550,LITOCIT 5 MEQ (CPR)                                                             
90078276,"LOCERYL 2,5MG/G CREME 20G (GRA)                                                 "
90078284,"LOCERYL 50MG/ML ESMALTE 2,5ML (UND)                                             "
90171357,"LOCORTEN VIOFORMIO 0,2 MG/G+30MG/G POMADA 15G / (GRA)                           "
90130227,LOMICINA 5MG/G POMADA 10G (GRA)                                                 
90171373,LOMIR SRO 5MG (CAP)                                                             
90046790,LONGACTIL 100 MG (CPR)                                                          
90046811,LONGACTIL 25 MG (5MG/ML) SOL. INJ. 5ML (AMP)                                    
90046803,LONGACTIL 25 MG (CPR)                                                           
90046820,LONGACTIL 40 MG/ML SOL. ORAL FR. 20ML (GTS)                                     
90132343,LONITEN 10MG (CPR)                                                              
90009568,LONIUM 40MG (CPR)                                                               
90132351,LOPID 600MG (CPR)                                                               
90132360,LOPID 900MG (CPR)                                                               
90035305,LOPRIL D 50MG+25MG (CPR)                                                        
90195779,LOPROX 10MG/G CREME DERM. 20G (GRA)                                             
90195787,LOPROX 10MG/ML SOL. TÓP. 15ML (GTS)                                             
90195795,LOPROX NL 80MG/G ESMALTE 3G (UND)                                               
90127102,LORATADINA 10 MG (CPR)                                                          
90127110,LORATADINA 1MG/ML XPE. 100ML (ML)                                               
90118073,LORATADINA+PSEUDOEFEDRINA 1MG/ML+12MG/ML XPE 60ML (ML)                          
90213980,LORAX 1MG (CPR)                                                                 
90213998,LORAX 2MG (CPR)                                                                 
90154762,LORAZEPAM 1MG (CPR)                                                             
90154770,LORAZEPAM 2MG (CPR)                                                             
90121392,"LORELIN DEPOT 3,75MG PÓ LIOF. INJ.+DIL. 2ML (UND)                               "
90085418,LOSARTANA POTÁSSICA 100 MG (CPR)                                                
90085426,LOSARTANA POTÁSSICA 50 MG (CPR)                                                 
90085434,LOSARTANA POTÁSSICA+HIDROCLOROTIAZIDA 100MG+25MG (CPR)                          
90085442,"LOSARTANA POTÁSSICA+HIDROCLOROTIAZIDA 50MG+12,5MG (CPR)                         "
90015894,LOSEC MUPS 10MG (CPR)                                                           
90015908,LOSEC MUPS 20MG (CPR)                                                           
90015924,LOSEC MUPS 40MG (CPR)                                                           
90127153,"LOTAR 2,5MG+50MG (CAP)                                                          "
90127200,LOTAR 5MG+100MG (CAP)                                                           
90171411,LOTENSIN 10MG (CPR)                                                             
90171420,LOTENSIN 5 MG (CPR)                                                             
90171438,"LOTENSIN H 10MG+12,5MG (CPR)                                                    "
90171446,"LOTENSIN H 5MG+6,25MG (CPR)                                                     "
90192001,LOVASTATINA 10MG (CPR)                                                          
90192010,LOVASTATINA 20MG (CPR)                                                          
90192028,LOVASTATINA 40MG (CPR)                                                          
90049608,LOXONIN 60MG (CPR)                                                              
90171454,"LUCENTIS 10 MG/ML SOL. INJ. FR. X 0,23 ML+SER+FILTRO / (UND)                    "
90171470,LUDIOMIL 25MG (CPR)                                                             
90171489,LUDIOMIL 75MG (CPR)                                                             
90035313,LUFTAL 40MG (CPR)                                                               
90035321,LUFTAL 75MG/ML EMUL. ORAL 15ML (GTS)                                            
90035330,LUFTAL MAX 125MG (CAP)                                                          
90006798,"LUMIGAN 0,3MG/ML SOL. OFT. 5ML (GTS)                                            "
90093496,"LUMIREM 0,175MG/ML SUSP. ORAL (ML)                                              "
90000846,"LUPRON 5MG/ML SOL. INJ. 2,8ML (UND)                                             "
90000854,"LUPRON DEPOT 11,25MG PÓ SOL. INJ.+DIL+2 SER+2 AG (UND)                          "
90000862,"LUPRON DEPOT 22,5MG PÓ LIOF. INJ.+DIL+SER+2 AG (UND)                            "
90000870,"LUPRON DEPOT 3,75MG PÓ LIOF. INJ.+DIL 2ML+SER (UND)                             "
90000889,"LUPRON DEPOT 7,5MG PÓ LIOF. INJ.+DIL (UND)                                      "
90161629,LUTENIL 5MG (CPR)                                                               
90161645,LUVERIS 75UI PÓ LIOF. INJ.+DIL (UND)                                            
90001800,LUVOX 100MG (CPR)                                                               
90132750,LYRICA 75 MG (CAP)                                                              
